retweet_count,reply_count,favorite_count,num_hashtags,num_urls,num_mentions,clean,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,url_ratio,hashtag_ratio,mention_ratio,entropy,wavelet_avg,label
0,0,0,0,0,1,"""@CinSuazoG: :) buenas noticiaaas!""saluuuuuhhh! Tirame por algun lao plz!",7975,398,350,11,2,,0,0,0.01369863,4.343331579,-0.002212661,bot
0,0,0,0,0,1,"""@CinSuazoG: :o Pavel Nunez en Acropoliiiis! alguien que me acompaneeeeeeeeeeee!"" superalo saturday night home!",7975,398,350,11,2,,0,0,0.009009009,4.320170509,-0.053101632,bot
0,0,0,2,0,5,"""@CacheThen: @ShantallM @paoreyguz 3 @RafielaMorales @CarlaDeMoya #FF (Fucking Fridays) para mis queridas!! Un abrazo a todas!!!""#FFback :*",7975,398,350,11,2,,0,0.014388489,0.035971223,4.775699817,-0.011554453,bot
0,0,0,0,0,2,"""@PalomaACastillo: -3? @RafielaMorales"" no quiiero :(",7975,398,350,11,2,,0,0,0.037735849,4.348796229,-0.053702486,bot
0,0,0,1,0,1,"""@kimerymf: #vitacoradeunaarret? a nivel de anestesia topica"" con quien te fuite a la trompa?",7975,398,350,11,2,,0,0.010752688,0.010752688,4.17178615,0.020935399,bot
0,0,0,0,0,2,"""@PalomaACastillo: Agradeci?ndole a @RafielaMorales el Trainning, aunque se que ma?ana la odiare mucho, QUE EPLOTE!!!!!"" hahaha! a tu orden!",7975,398,350,11,2,,0,0,0.014285714,4.536877834,-0.02530925,bot
0,0,0,0,0,1,"""@brahianneck: Anja :p @RafielaMorales: necesito un masaje pero tuyo..! *.* <3"""" tuyo de quien ma!",7975,398,350,11,2,,0,0,0.010204082,4.573787809,-0.035835011,bot
0,0,0,1,0,1,"#AlSuelo ""@MaripilyDRJ: Aterrizaste mija, ya te hizo efecto el ubicatex 500ml !!!""",7975,398,350,11,2,,0,0.012195122,0.012195122,4.617831191,-0.017318398,bot
0,0,0,1,0,1,"""@JakmerJudith: Aww tus dientes me recuerdan una canci?n :') Black & Yellow""Hahahahahahha #Loveit",7975,398,350,11,2,,0,0.010309278,0.010309278,4.52409869,-0.058242686,bot
1,0,0,2,0,1,"""@ivessita_r: Bueno desde hoy empezaran las llamaderas, gente suicidandose y tirandose del malec?n... #bigfail #mayas"" ay ni relajecon eso!",7975,398,350,11,2,,0,0.014388489,0.007194245,4.359456635,-0.045194907,bot
0,0,0,0,0,1,"""@hectorromeogv: Conviertes en roca un punto de mi ser."" oh romeo romeo q perro!",7975,398,350,11,2,,0,0,0.0125,3.951568597,-0.005339583,bot
0,0,0,0,0,1,"""@NicolasVGomez: Corregir ex?menes produce una sensaci?n de superioridad inigualable.. As? sean ex?menes de ni?os de 6 a?os.""hahahah ay jesu",7975,398,350,11,2,,0,0,0.007142857,4.369077188,0.045936148,bot
1,0,0,0,0,1,"""@PalomaACastillo: Craving por una Margarita de coco de Loretta, pero FUUULLLL!!!!""pero pilas de RT HAHHAHAHA!",7975,398,350,11,2,,0,0,0.009090909,4.54834293,0.01255641,bot
0,0,0,0,0,0,"""@pedritolopez30: Cuando cambian las circunstancias, cambian las estrategias.""",7975,398,350,11,2,,0,0,0,4.308367274,-0.03344568,bot
0,0,0,1,0,1,"""@JuanOrtega07: Cuantas cosassssss! !!! Pero naaaa siempre para adelant! !! #Positivo"" te quiero amigo :*",7975,398,350,11,2,,0,0.00952381,0.00952381,4.293085788,-0.0369417,bot
0,0,0,1,1,1,"""@acentodiario: Danilo Medina est? ""indignado"" por asesinato de estudiante de medicina http://t.co/TTyY929H #acentodiario"" ayyyy por favorr!",7975,398,350,11,2,,0.007142857,0.007142857,0.007142857,4.463434306,0.008607326,bot
0,0,0,0,0,0,"""@geaninamedrano: Dejar de ser quien soy para llegar a ser lo q quieres q sea, es ese el punto?"" dont you even think about it.",7975,398,350,11,2,,0,0,0,4.125823483,0.025175064,bot
0,0,0,0,0,1,"""@MaricelMdn: Diganme que no soy la ?nica con el whatsapp loco! ",7975,398,350,11,2,,0,0,0.015625,4.257223574,-0.021947383,bot
0,0,0,0,0,1,"""@kimerymf: Domingo de resureccion!!!  ",7975,398,350,11,2,,0,0,0.025641026,4.07042586,-0.030019865,bot
0,0,0,0,0,1,"""@Nikov12: Donde andara la mujer que tanto amooo!!? ",7975,398,350,11,2,,0,0,0.019230769,4.228721929,-0.049899013,bot
0,0,0,2,0,1,"#TrueStory ""@stefanysolanch: Dormirme y despertarme a son de anthony santos! #priceless \o/ eeii sitiooo!""",7975,398,350,11,2,,0,0.018867925,0.009433962,4.290622888,-0.00308461,bot
0,0,0,0,0,2,"""@Nikov12: E que ella me quieren! :o @RafielaMorales @marychuchii"" hahahahha mua :*",7975,398,350,11,2,,0,0,0.024096386,4.351424062,-0.054197903,bot
0,0,0,0,0,2,"""@HayQueSaberlo: El consumo moderado de chocolate protege el coraz?n.""@dianamarismb MODERADO!",7975,398,350,11,2,,0,0,0.021505376,4.674393456,-0.046172799,bot
0,0,0,0,0,3,"""@carlosartsegura: El puente flotante en la Av. Del Puerto esta cerrado eviten la v?a. @Sdipp  @traficoSD http://t.co/CcLkwAHkgF""",7975,398,350,11,2,,0,0,0.023255814,4.620695997,-0.026730736,bot
0,0,0,0,0,1,"""@ElbaBernice: El que me la hace me la paga biiiii"" biii? dime lider",7975,398,350,11,2,,0,0,0.014705882,3.856543896,-0.045928188,bot
0,0,0,0,0,1,"""@CarlotaBarrial: Ella ta' trite porque nadie le habla despu?s que le rob? el novios a la Mejol amiga! BALBARAZAAAAA -___-""hahahahahaha",7975,398,350,11,2,,0,0,0.007407407,4.465926142,-0.05258764,bot
0,0,0,0,0,1,"""@kimerymf: Empezare el 2013 admitiendo que tengo demasiada ropa O.o (y nunca encuentro que ponerme) -___-"" gracias!",7975,398,350,11,2,,0,0,0.00862069,4.569661674,-0.000276011,bot
0,0,0,0,0,2,"""@stefanysolanch: En velda ese romo taba to' la bainaaa! Kiensea k te lo trajo thank him 4 me! @RafielaMorales lol"" ta jevi e el de toh!",7975,398,350,11,2,,0,0,0.014705882,4.168796588,-0.037529569,bot
0,0,0,1,0,3,"""@SIN24Horas: Fumar pudre el cerebro. Ent?rese en #TuSalud de Noticias SIN, a las 2PM, por @AntenaLatina7.""@NicolasVGomez",7975,398,350,11,2,,0,0.008264463,0.024793388,4.799507772,-0.001560628,bot
0,0,0,0,0,3,"""@stefanysolanch: Gracias x ser mi complemento perfecto! Las amooo demasiau au au @marychuchii @RafielaMorales @fragmy""te amo mi sociooo :*",7975,398,350,11,2,,0,0,0.021582734,4.296359099,-0.03541365,bot
1,0,0,0,0,1,"""@MarianLinabel: Gran vaina que murio la gata de kim kardashian -.-""exactasooo!",7975,398,350,11,2,,0,0,0.012658228,4.333633086,-0.004615292,bot
0,0,0,0,0,1,"""@MaricelMdn: Haaay gym! Si me vez...""esa no e la actitud!!",7975,398,350,11,2,,0,0,0.016949153,4.322386906,-0.072328983,bot
0,0,0,0,0,1,"""@psanchezaristy: Hahaha amiguita eres muy bonita pero como te explico que tienes un mocaso en la nariz?""hahahha hazle se?as!! :p",7975,398,350,11,2,,0,0,0.007751938,4.241352708,-0.00706868,bot
0,0,0,0,0,3,"""@Nikov12: Hahaha ellas las mejores duelale a quien le duela! @RafielaMorales @stefanysolanch @marychuchii BUENA MM?"" eplicame mm??",7975,398,350,11,2,,0,0,0.022900763,4.559978696,-0.014036935,bot
0,0,0,0,0,3,"""@Nikov12: Hahaha ellas las mejores duelale a quien le duela! @RafielaMorales @stefanysolanch @marychuchii BUENA MM?'"" LOL ya hearddd! :* ily",7975,398,350,11,2,,0,0,0.021276596,4.64176732,-0.04527402,bot
0,0,0,0,0,1,"""@NicolasVGomez: Hay voces de mujer que pueden descomponer la cordura de un hombre."" muy cierto parce!",7975,398,350,11,2,,0,0,0.009803922,4.334447953,-0.009394318,bot
0,0,0,3,0,1,"""@ChelaineeJ: Hayyy dioooo.. Y porque exite la comid?aaa.. :'( #mort?ficacion #bigfail #gordura""existe pero sana y sin grasa :)",7975,398,350,11,2,,0,0.023622047,0.007874016,4.568570836,0.007647266,bot
0,0,0,0,0,2,"""@PalomaACastillo: he always made my days<3"" utede me tienen jalta son igualito! Bipolar shit. Saquen a la chiqui 3 a andar maiana @Nikov12",7975,398,350,11,2,,0,0,0.014388489,4.449705681,0.006179491,bot
0,0,0,0,0,1,"""@JanuelDeLeon: Holaaa *voz de anthony santos*"" Es tu mayimbeee!",7975,398,350,11,2,,0,0,0.015625,4.311999612,-0.04126378,bot
0,0,0,0,1,1,"""@listindiario: Inician remodelaci?n del hospital Dar?o Contreras, con inversi?n de mil millones de pesos http://t.co/8MtPDiauk3""",7975,398,350,11,2,,0.007751938,0,0.007751938,4.47059498,0.023500136,bot
1,0,1,1,0,5,"""@CarlaDeMoya: Jah!! Feliz de tener personas como @RafielaMorales @CacheThen @paoreyguz @mar_sanlley en mi viiiida!! #FietaCarajooooo"" :* uy",7975,398,350,11,2,,0,0.007142857,0.035714286,4.557840734,-0.0239174,bot
0,0,0,0,0,1,"""@PalomaACastillo: Jesuuuuu ete deber?a tirarse a s?ndico!! No hay un sitio que vayamos que no se encuentre con alguien!!!""Ya Lo sabe!",7975,398,350,11,2,,0,0,0.007462687,4.338139569,-0.044288999,bot
0,0,0,0,0,1,"""@Thelmarie: Kiero salir para bailar la noche entera beber pero no emborracharme disfrutar la noche 100%""avisame bebeeee! Que te asstivo!!",7975,398,350,11,2,,0,0,0.007246377,4.185335618,-0.051232507,bot
0,0,0,0,0,1,"""@PalomaACastillo: Mami: -Que te vas a poner el jueves? Yo: - Y que hay el jueves? A?o nuevo? u.u"" deje su bulto q ute sabe klk!",7975,398,350,11,2,,0,0,0.0078125,4.341862785,-0.026192079,bot
0,0,0,0,0,1,"""@JanuelDeLeon: Martha heredia me acuerda a venya carolina..."" full q sii da asco y pena!.",7975,398,350,11,2,,0,0,0.011111111,4.263328644,-0.002850157,bot
0,0,0,0,0,3,"""@ElbaBernice: Mi amor besote patiiii :* RT @RafielaMorales: ""@ElbaBernice: El que me la hace me la paga biiiii"" biii? dime lider"" :* bella.",7975,398,350,11,2,,0,0,0.021428571,4.237546533,-0.07451349,bot
1,0,1,0,0,3,"""@UGGLYTRUTH: Mirar a mi hermana y saber que dar?a la vida por ella."" @MoralesAnn @pamz17",7975,398,350,11,2,,0,0,0.033707865,4.536371702,-0.042499761,bot
0,0,0,0,0,1,"""@NicolasVGomez: Muchas lo negar?n... http://t.co/yvVULmgSMI"" No Lo NIEGO!",7975,398,350,11,2,,0,0,0.013513514,4.926538542,-0.148756768,bot
0,0,0,0,0,1,"""@NicolasVGomez: Mujer, antes de que se acabe el mundo desinhibete, consume longaniza."" ahi q epera q se te acabando pa comersela? Hahhaha!",7975,398,350,11,2,,0,0,0.007194245,4.355629989,-0.001126904,bot
0,0,0,0,0,3,"""@kimerymf: @RafielaMorales @CinSuazoG nada que temer ya eso paso"" bebeee pero entregatee a lo malo viciooo!",7975,398,350,11,2,,0,0,0.027777778,4.309376218,-0.079062267,bot
0,0,0,0,0,1,"""@ElbaBernice: No entiendo porque hay personas que quieren estar bien con Dios y con el d***blo ._."" cuando averigues me dices si?",7975,398,350,11,2,,0,0,0.007692308,4.343851034,-0.060977288,bot
0,0,0,0,0,2,"""@PalomaACastillo: No es el vestido no, es: EEEEL VESTIDO!!! @RafielaMorales  dime mayoL. Como 'tan esos ?nimos?""con too lo cacabeleee bele!",7975,398,350,11,2,,0,0,0.014285714,4.531587984,-0.042802106,bot
1,0,0,2,0,3,"""@Nikov12: No hablamos con payasos hablamos con los duenos del circo #Infante @stefanysolanch @RafielaMorales @marychuchii #YesSir""eplikame",7975,398,350,11,2,,0,0.014388489,0.021582734,4.509240694,-0.047443206,bot
1,0,0,0,0,1,"""@pamz17: No hiciste falta cuando te fuiste""salsa salsa salsa co***o !!!",7975,398,350,11,2,,0,0,0.013888889,4.166966676,-0.069294712,bot
0,0,0,0,0,1,"""@Nikov12: Nosotros, que del amor hicimos, un sol maravillosoun romance tan divino."" ufff LM ta en el gym?",7975,398,350,11,2,,0,0,0.009433962,4.456475497,-0.016983672,bot
0,0,0,0,0,1,"""@HayQueSaberlo: Para el fil?sofo griego Plat?n, el amor era una enfermedad mental grave."" Lo secundo!",7975,398,350,11,2,,0,0,0.009803922,4.353081336,-0.056304735,bot
1,0,0,0,0,2,"""@stefanysolanch: Quien tu ereeee!? @RafielaMorales @marychuchii"" tu bicooochiiitooo",7975,398,350,11,2,,0,0,0.023809524,4.284285727,-0.039502732,bot
0,0,0,0,0,2,"""@PalomaACastillo: Quieres apostar? HAHA RT @Mitdpv23 Alg?n novio que duerma tanto como el mio? No lo creo.""menol baaraja q aquel no duerme!",7975,398,350,11,2,,0,0,0.014285714,4.541724962,-0.05366748,bot
0,0,0,0,0,1,"""@PalomaACastillo: Quiero un frapuccino;3"" hoy es el dia de sacar a pasear a la cu?ada:)",7975,398,350,11,2,,0,0,0.011363636,4.252729951,0.04625289,bot
0,0,0,0,0,1,"""@PalomaACastillo: Quiero wrap de wendys, like NOW!"" secundo esa mocion!!",7975,398,350,11,2,,0,0,0.01369863,4.526493353,0.03211825,bot
0,0,0,0,0,2,"""@pamz17: @MaricelMdn rafiela no me kiere paia lol""JABLADORASASAASASA!",7975,398,350,11,2,,0,0,0.028571429,4.507486054,-0.06341608,bot
0,0,0,0,0,1,"""@JanuelDeLeon: Sabes que eres un mojiganga cuando le pones hasta crema de peinar a tu perro""hahahaha que lindou eres :*",7975,398,350,11,2,,0,0,0.008333333,4.165861787,-0.003090972,bot
0,0,0,0,0,3,"""@Ikiti_Sorpresa: @MaricelMdn tamo en la pizzeria de mi tia esperando a @Nikov12 que viene paka y tuu?""bored people save me plz",7975,398,350,11,2,,0,0,0.023622047,4.37781665,0.001956533,bot
0,0,0,0,0,1,"""@Caminero24: Tendr? la cabeza llena de gofio. -_-""hahahahaha good one!!",7975,398,350,11,2,,0,0,0.013888889,4.310375398,0.016890861,bot
0,0,0,0,0,1,"""@JanuelDeLeon: Todo ready pa caminar hacia el triunfo"" felicidades janueeeel!!! :*",7975,398,350,11,2,,0,0,0.012048193,4.302254073,-0.006503347,bot
0,0,0,1,0,1,"""@Nikov12: Tu me lockea del wasap y ella me llama de los minutos que le pones #YesSir"" yo quiero sabe con quien e q tu cuenta!.. :p",7975,398,350,11,2,,0,0.007633588,0.007633588,4.319987929,-0.057533444,bot
1,0,1,0,0,2,"""@HayQueSaberlo: Un d?a como hoy, en 1904, se fund? la FIFA, organismo mundial rector del f?tbol.""@NicolasVGomez",7975,398,350,11,2,,0,0,0.017857143,4.800441089,0.010014613,bot
0,0,0,0,0,1,"""@MaricelMdn: Un mi?rcoles bendecido! As? lo declaro :)"" Am?n!",7975,398,350,11,2,,0,0,0.016129032,4.246546262,-0.053316658,bot
0,0,0,0,0,0,"""@geaninamedrano: Y pense q cambiarias... Q ilusa fui, como creer en ti si ni tu misma te das tu valor! Mala mia :)"" da mention da mention!!",7975,398,350,11,2,,0,0,0,4.190487167,0.029016593,bot
0,0,0,0,0,1,"""@Nikov12: Y yo eperando una llamada y viene a llamar tu dimeeeee .I.""hahahhaha te llamo ahora perate! :*",7975,398,350,11,2,,0,0,0.00952381,4.160386862,-0.032511814,bot
0,0,0,0,0,2,"""@NicolasVGomez: Y yo sigo aqu?, esperando la proyecci?n de la universidad."" same here @UniversidadUASD",7975,398,350,11,2,,0,0,0.019417476,4.563925554,-0.000448523,bot
0,0,0,0,0,3,"""@kimerymf: @RafielaMorales ya ella llego!!""y pq no hemo salido? esa besiaaa @CinSuazoG oyee arreglate el cel? e ma no me hable!",7975,398,350,11,2,,0,0,0.0234375,4.265105622,-0.055242326,bot
0,0,0,0,0,2,"""@Nikov12: @RafielaMorales ya no tamo pa conta ahora lo pesamos y hacemos equivalencias :p $"" hahahahha arcangel la maravishhh bolson -.-",7975,398,350,11,2,,0,0,0.01459854,4.298743064,-0.027561861,bot
0,0,0,0,0,2,"""@MirlyCa: Yes! \O/ RT @Telenoticiasrd: OPRET abrir? el lunes 24 la segunda l?nea del Metro.""la q da nuniez kennedy?",7975,398,350,11,2,,0,0,0.017241379,4.57201734,-0.006438222,bot
0,0,0,1,0,1,"""@kimerymf: yo soy mas dulce pa' que me pidan favores y tan agria para que me los hagan a mi! #Masbn!!"" yo te hago lo q tu quiera mami!",7975,398,350,11,2,,0,0.007407407,0.007407407,4.234188677,-0.07809262,bot
0,0,0,0,0,0,"""Las mujeres nos vengamos mejor y en silencio."" Miss Monroe.",7975,398,350,11,2,,0,0,0,3.919951064,0.053863081,bot
0,0,0,0,0,0,"""monigote"" es lo q tenemos de presidente. leonel dira  q todo fue necesario que hemos avanzado y todo e culpa de hipolito y q tenemos metro.",7975,398,350,11,2,,0,0,0,3.977773414,0.041411324,bot
0,0,0,1,0,0,"""Y ah? va uno de tonto; por desesperado, confundiendo amor con compa??a"". #upUpup",7975,398,350,11,2,,0,0.012345679,0,4.163898158,0.045752756,bot
0,0,0,0,0,0,"""Yo me doble muchas veces y no me part?"" att. Es tu Mayimbe.",7975,398,350,11,2,,0,0,0,4.172905595,-0.050353983,bot
0,0,0,1,1,0,#TitinaBday (@ El Taquito Norte?o) http://t.co/eWK3dUPhCL,7975,398,350,11,2,,0.01754386,0.01754386,0,4.826151804,0.013849484,bot
0,0,0,1,1,1,#MotherDaughter (@ Luanne Mont?s Peluquer?a w/ @sidoanna) http://t.co/TZiJ6mjxab,7975,398,350,11,2,,0.0125,0.0125,0.0125,4.854426965,0.042588954,bot
0,0,0,0,1,1,*.* cierto!. RT @listindiario: Flavio Briatore dice que Fernando Alonso es el mejor piloto de F?rmula 1 de ... http://t.co/NZMrXqvc,7975,398,350,11,2,,0.007633588,0,0.007633588,4.570308846,-0.009475106,bot
0,0,0,2,0,0,.. Extra?o muy extra?o.. Ocupas mi mente en estos momentos!!. Que Curioso.. Algo nuevo para mi .. Tu! #Confieso #POrCuanTo,7975,398,350,11,2,,0,0.016393443,0,4.34706141,-0.050009339,bot
0,0,0,1,0,0,.. Por dormirme temprano! Ahora estoy despierta! #SMH,7975,398,350,11,2,,0,0.018867925,0,4.130841154,-0.016565997,bot
0,0,0,0,0,0,.. Tengo ganas de ti. <3,7975,398,350,11,2,,0,0,0,3.569773835,-0.025240155,bot
0,0,0,1,0,0,... ehhh que hacemo contigo? #DameDato,7975,398,350,11,2,,0,0.026315789,0,3.850048159,-0.035907609,bot
1,0,0,0,0,0,"...tantas liebres vi correr sin sentido, que aprend? ser tortuga y apreciar el recorrido!!",7975,398,350,11,2,,0,0,0,4.042323305,-0.017906602,bot
0,0,0,0,0,0,.Tu boca me maldice pero mis labiossiguen felices porque las palabrasme duelen solo cuando me importa quien las dice..?,7975,398,350,11,2,,0,0,0,4.050089925,-0.096633369,bot
0,0,0,0,0,2,"@marychuchii @Nikov12 @stefanysolanchRT @HayQueSaberlo: ""El que. posee un amigo verdadero puede decir que posee dos almas"". Arturo Graf.",7975,398,350,11,2,,0,0,0.014705882,4.665048807,-0.009145354,bot
0,0,0,0,0,3,@HayQueSaberlo: Abusar del alcohol en el fin de semana duplica el riesgo de morir de un paro cardiaco. @stefanysolanch @marychuchii @Nikov12,7975,398,350,11,2,,0,0,0.021428571,4.390045562,-0.01533212,bot
0,0,0,1,0,3,#ActivoRT @stefanysolanch: Muuuy duraa la saikiri?a de @yokomosushi ! Jarturita w/ socio @RafielaMorales :),7975,398,350,11,2,,0,0.009345794,0.028037383,4.496973259,-0.005448032,bot
1,0,0,3,0,3,#nikosays: nosotros siempre nos venimos y nos vamos!! #activo #bday @stefanysolanch @Nikov12 @marychuchii @fragmy,7975,398,350,11,2,,0,0.026548673,0.026548673,4.387433309,-0.020046354,bot
0,0,0,3,0,2,"@AyudaEmpleosRD: #Vacante Para Agente De Ventas Bilingue (Ingl?s-Espa?ol) Enviar CV a: stejeda@equinox.do #Telemarketing #EmpleosRD""@Jakobin",7975,398,350,11,2,,0,0.021428571,0.014285714,4.876423815,-0.006240211,bot
0,0,0,4,0,2,#miAmolSays: recordar no es beber recordar es vivir!! #astivoo #sociosBday #drinks @stefanysolanch @marychuchii @fragmy,7975,398,350,11,2,,0,0.033613445,0.016806723,4.384036237,-0.018945476,bot
0,0,0,0,1,1,:* Gracias por todo! @JuanOrtega07 http://t.co/MB6vTRe4,7975,398,350,11,2,,0.018181818,0,0.018181818,4.749922333,-0.010761534,bot
0,0,0,0,0,1,:* RT @Elbombon_06: K jevy es convivir y relacionarse con otras personas :),7975,398,350,11,2,,0,0,0.013333333,4.333763406,-0.024241579,bot
0,0,0,0,1,1,:o :o diablo q Descaradoooo! RT @salvadorholguin: Miguel Vargas afirma rechaz? ir como vice  de Danilo http://t.co/C1KVMnGI,7975,398,350,11,2,,0.008130081,0,0.008130081,4.648483299,-0.058953296,bot
0,0,0,0,0,0,:o pq???? RT @marychuchii: mi primera multa :( http://t.co/vCITDqu2,7975,398,350,11,2,,0,0,0,4.52453378,-0.046792103,bot
0,0,0,1,0,0,"?Me evitar?s, creyendo que te evito?, ?Pisar?s nuestra calle nuevamente?, ?Intuir?s, cuando callo, por qu? grito? #Sabina",7975,398,350,11,2,,0,0.008264463,0,4.255837594,-0.009391347,bot
0,0,0,0,0,1,"+100000 cuchumil 0 mas ""/ RT @AmyJissell: A la verdad q la vida del estudiante es una vida de infeli'... -_-""",7975,398,350,11,2,,0,0,0.009174312,4.405505602,0.023496724,bot
0,0,0,1,0,1,-1 pa la Grad de mi Socio y Super Ing. Suarez. \?/ #ProudOfYou @stefanysolanch,7975,398,350,11,2,,0,0.012820513,0.012820513,4.625276651,-0.0066326,bot
0,0,0,1,0,0,10 materias en proyeccion! #etositabuenoo,7975,398,350,11,2,,0,0.024390244,0,3.985873201,0.06939345,bot
0,0,0,2,0,0,#BuenD?a 1er Tropiezo del dia. Deje mis lentes ?.. Ando ciega! #Normal,7975,398,350,11,2,,0,0.028571429,0,4.352747155,-0.01457844,bot
